Requestor GPN,EmployeeStatusDesc,Country,Designation,Badge Type,Badge Status,Domain,Sub Domain,Key-Badge_SD,Badge Classification,Badge earned,Department,Initiate a badge date,Time Lapse
GPN 18183,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/17/2020,SL 20,4/3/2020,14
GPN 18184,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/14/2020,SL 20,5/4/2020,10
GPN 18185,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,5/7/2020,SL 20,5/5/2020,2
GPN 18186,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,12/3/2019,SL 26,11/20/2019,13
GPN 18187,Active,Country 4,Rank 7,Platinum,Approved,Emerging Technology,Robotic process automation,Robotic process automationPlatinum,TECHNOLOGY,4/9/2020,SL 26,1/24/2020,76
GPN 18188,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/14/2020,SL 20,1/23/2020,22
GPN 18189,Active,Country 3,Rank 13,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,6/26/2020,SL 13,4/3/2019,450
GPN 1819,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,12/13/2019,SL 20,11/13/2019,30
GPN 18190,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/6/2020,SL 20,2/6/2020,90
GPN 18191,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/7/2019,SL 20,3/20/2019,48
GPN 18192,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data integration,Data integrationSilver,TECHNOLOGY,6/30/2020,SL 20,2/12/2020,139
GPN 18193,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/29/2020,SL 20,2/24/2020,65
GPN 18194,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data integration,Data integrationSilver,TECHNOLOGY,6/30/2020,SL 20,2/26/2020,125
GPN 18195,Active,Country 3,Rank 8,Bronze,Approved,Transformative leadership,Agility,AgilityBronze,LEADERSHIP,7/10/2020,SL 26,6/3/2020,37
GPN 18196,Active,Country 3,Rank 13,Bronze,Approved,Transformative leadership,Inclusion and Belonging,Inclusion and BelongingBronze,LEADERSHIP,4/24/2020,SL 24,3/4/2020,51
GPN 18197,Active,Country 3,Rank 7,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,5/27/2020,SL 26,5/6/2020,21
GPN 18198,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Wealth management,WAM - Wealth managementBronze,BUSINESS,12/30/2019,SL 20,11/29/2019,31
GPN 18199,Active,Country 3,Rank 8,Bronze,Approved,Digital age teaming,Transformational leadership,Transformational leadershipBronze,LEADERSHIP,1/19/2020,SL 26,10/15/2019,96
GPN 182,Active,Country 3,Rank 15,Bronze,Approved,Transformative leadership,Inclusion and Belonging,Inclusion and BelongingBronze,LEADERSHIP,6/17/2020,SL 15,4/28/2020,50
GPN 1820,Active,Country 4,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,3/19/2020,SL 20,11/4/2019,136
GPN 18200,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/14/2020,SL 15,6/4/2019,224
GPN 18201,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/29/2020,SL 26,3/15/2020,45
GPN 18202,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/18/2020,SL 2,5/16/2020,2
GPN 18203,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/30/2020,SL 20,3/30/2020,0
GPN 18204,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,7/2/2020,SL 26,6/26/2020,6
GPN 18205,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/8/2020,SL 20,4/28/2020,10
GPN 18206,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,2/7/2020,SL 20,1/24/2020,14
GPN 18207,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,3/26/2020,SL 20,1/13/2020,73
GPN 18208,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/20/2020,SL 20,4/22/2020,28
GPN 18209,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,7/6/2020,SL 26,10/30/2019,250
GPN 1821,Active,Country 1,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/3/2020,SL 26,3/25/2020,9
GPN 18210,Active,Country 3,Rank 9,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,9/5/2019,SL 20,4/15/2019,143
GPN 18211,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/25/2020,SL 20,4/10/2020,15
GPN 18212,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/20/2020,SL 25,4/28/2020,22
GPN 18213,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/2/2020,SL 20,2/11/2020,81
GPN 18214,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,6/12/2020,SL 20,4/29/2020,44
GPN 18215,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,2/20/2020,SL 20,10/7/2019,136
GPN 18216,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/7/2020,SL 25,2/8/2019,454
GPN 18217,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,3/25/2019,SL 25,2/25/2019,28
GPN 18218,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/11/2020,SL 9,12/20/2018,447
GPN 18219,Terminated,Country 5,Rank 9,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,12/12/2019,SL 20,10/1/2019,72
GPN 1822,Active,Country 4,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,1/8/2020,SL 20,11/22/2019,47
GPN 18220,Active,Country 5,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/30/2020,SL 20,11/13/2019,169
GPN 18221,Active,Country 4,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/8/2020,SL 20,2/18/2020,50
GPN 18222,Active,Country 5,Rank 13,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/27/2020,SL 7,5/25/2020,2
GPN 18223,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/23/2020,SL 26,3/21/2020,33
GPN 18224,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/11/2020,SL 8,1/17/2020,54
GPN 18225,Active,Country 4,Rank 14,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,5/18/2020,SL 20,11/22/2019,178
GPN 18226,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,3/13/2020,SL 6,10/1/2019,164
GPN 18227,Active,Country 3,Rank 15,Silver,Approved,Analytics,Data platform,Data platformSilver,TECHNOLOGY,6/5/2020,SL 6,2/27/2020,99
GPN 18228,Active,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,4/20/2020,SL 20,12/2/2019,140
GPN 18229,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/20/2020,SL 20,11/26/2019,176
GPN 1823,Active,Country 4,Rank 15,Bronze,Approved,Transformative leadership,Inclusion and Belonging,Inclusion and BelongingBronze,LEADERSHIP,2/27/2020,SL 23,2/6/2020,21
GPN 18230,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/24/2020,SL 26,4/24/2020,0
GPN 18231,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/20/2020,SL 26,3/28/2019,389
GPN 18232,Active,Country 4,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,3/26/2020,SL 20,2/4/2020,51
GPN 18233,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/30/2020,SL 26,5/5/2019,361
GPN 18234,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/25/2020,SL 20,5/23/2019,278
GPN 18235,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/9/2019,SL 20,4/26/2019,13
GPN 18236,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/23/2019,SL 20,3/27/2019,57
GPN 18237,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,4/4/2020,SL 20,4/2/2020,2
GPN 18238,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,2/27/2019,SL 26,10/25/2018,125
GPN 18239,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,4/8/2019,SL 26,10/25/2018,165
GPN 1824,Active,Country 4,Rank 15,Silver,Approved,Transformative leadership,Inclusion and Belonging,Inclusion and BelongingSilver,LEADERSHIP,6/29/2020,SL 23,3/9/2020,112
GPN 18240,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,3/20/2019,SL 26,10/26/2018,145
GPN 18241,Active,Country 3,Rank 15,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,4/11/2019,SL 17,5/4/2018,342
GPN 18242,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/31/2019,SL 20,5/31/2019,0
GPN 18243,Active,Country 3,Rank 9,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/30/2020,SL 20,7/19/2019,347
GPN 18244,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,12/12/2019,SL 20,11/24/2019,18
GPN 18245,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,1/23/2020,SL 20,1/22/2020,1
GPN 18246,Active,Country 3,Rank 6,Bronze,Approved,Sector,WAM - Alternative asset management,WAM - Alternative asset managementBronze,BUSINESS,3/23/2019,SL 25,1/15/2019,67
GPN 18247,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,9/28/2018,SL 20,9/26/2018,2
GPN 18248,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/29/2019,SL 20,5/23/2019,6
GPN 18249,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,2/24/2020,SL 20,2/24/2020,0
GPN 1825,Active,Country 1,Rank 14,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/14/2020,SL 6,3/3/2020,42
GPN 18250,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/13/2020,SL 20,4/13/2020,0
GPN 18251,Active,Country 3,Rank 8,Gold,Approved,Digital,Digital,DigitalGold,BUSINESS,6/8/2020,SL 20,4/28/2020,41
GPN 18252,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/30/2020,SL 20,4/28/2020,63
GPN 18253,Active,Country 3,Rank 8,Silver,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceSilver,TECHNOLOGY,6/23/2020,SL 20,4/28/2020,56
GPN 18254,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/5/2020,SL 20,6/4/2020,1
GPN 18255,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/14/2020,SL 20,6/7/2020,7
GPN 18256,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,6/17/2020,SL 20,6/8/2020,9
GPN 18257,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,7/10/2020,SL 20,6/14/2020,26
GPN 18258,Active,Country 3,Rank 8,Bronze,Approved,Sector,Advanced Manufacturing,Advanced ManufacturingBronze,BUSINESS,6/23/2020,SL 20,6/14/2020,9
GPN 18259,Active,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,3/5/2020,SL 20,1/2/2020,63
GPN 1826,Active,Country 1,Rank 14,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,4/14/2020,SL 6,3/30/2020,15
GPN 18260,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/25/2019,SL 26,2/22/2019,3
GPN 18261,Active,Country 3,Rank 9,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,3/24/2020,SL 26,2/10/2020,43
GPN 18262,Active,Country 3,Rank 6,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,10/24/2018,SL 26,10/24/2018,0
GPN 18263,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/10/2020,SL 20,3/10/2020,92
GPN 18264,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,1/9/2019,SL 2,1/7/2019,2
GPN 18265,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/3/2020,SL 15,2/10/2020,53
GPN 18266,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/4/2020,SL 20,1/27/2020,98
GPN 18267,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,3/14/2019,SL 20,2/21/2019,21
GPN 18268,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,6/1/2020,SL 20,3/21/2019,438
GPN 18269,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/11/2018,SL 26,4/22/2018,50
GPN 1827,Active,Country 4,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,9/2/2019,SL 20,4/25/2019,130
GPN 18270,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,1/16/2019,SL 26,11/15/2018,62
GPN 18271,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/5/2020,SL 26,1/7/2020,29
GPN 18272,Active,Country 3,Rank 14,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/14/2020,SL 6,12/5/2019,131
GPN 18273,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/8/2020,SL 26,12/2/2019,189
GPN 18274,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/7/2020,SL 26,5/7/2020,0
GPN 18275,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,3/9/2020,SL 26,1/28/2020,41
GPN 18276,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,5/15/2020,SL 20,5/8/2020,7
GPN 18277,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/25/2020,SL 20,6/25/2020,0
GPN 18278,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/25/2020,SL 20,1/2/2020,83
GPN 18279,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Asset management,WAM - Asset managementBronze,BUSINESS,5/23/2020,SL 2,4/21/2020,32
GPN 1828,Active,Country 4,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,1/15/2020,SL 20,1/7/2020,8
GPN 18280,Active,Country 3,Rank 8,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,4/16/2020,SL 20,12/20/2019,118
GPN 18281,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/10/2020,SL 20,11/3/2019,128
GPN 18282,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,5/8/2020,SL 26,4/23/2020,15
GPN 18283,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,3/30/2020,SL 20,3/12/2020,18
GPN 18284,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,7/2/2020,SL 26,1/10/2020,174
GPN 18285,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/6/2020,SL 7,2/13/2020,22
GPN 18286,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/14/2020,SL 25,9/18/2019,239
GPN 18287,Active,Country 3,Rank 15,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/3/2019,SL 7,5/21/2019,13
GPN 18288,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/14/2019,SL 2,5/14/2019,0
GPN 18289,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/29/2020,SL 26,1/20/2020,100
GPN 1829,Terminated,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/4/2019,SL 20,4/3/2019,62
GPN 18290,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,11/22/2018,SL 2,11/22/2018,0
GPN 18291,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/14/2020,SL 20,5/2/2020,12
GPN 18292,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/27/2020,SL 26,3/27/2020,0
GPN 18293,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,2/13/2020,SL 20,1/24/2020,20
GPN 18294,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/27/2020,SL 20,2/11/2020,45
GPN 18295,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/25/2019,SL 26,2/25/2019,0
GPN 18296,Active,Country 3,Rank 8,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,1/29/2020,SL 20,11/18/2019,72
GPN 18297,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,5/12/2020,SL 20,5/12/2020,0
GPN 18298,Active,Country 3,Rank 15,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,11/14/2018,SL 6,6/19/2018,148
GPN 18299,Active,Country 3,Rank 9,Silver,Approved,Analytics,Data platform,Data platformSilver,TECHNOLOGY,3/24/2020,SL 20,1/7/2020,77
GPN 183,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,2/5/2020,SL 20,11/8/2019,89
GPN 1830,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/20/2019,SL 20,2/22/2019,87
GPN 18300,Terminated,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,3/15/2019,SL 20,2/18/2019,25
GPN 18301,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/26/2019,SL 20,1/16/2019,69
GPN 18302,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,3/4/2020,SL 20,11/8/2019,117
GPN 18303,Active,Country 3,Rank 9,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,3/9/2020,SL 26,1/27/2020,42
GPN 18304,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/30/2019,SL 20,4/26/2019,4
GPN 18305,Active,Country 3,Rank 6,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/12/2019,SL 26,4/11/2019,1
GPN 18306,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/20/2018,SL 20,6/19/2018,1
GPN 18307,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,3/22/2019,SL 20,3/20/2019,2
GPN 18308,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,1/30/2020,SL 20,1/23/2020,7
GPN 18309,Terminated,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,4/21/2020,SL 20,12/20/2019,123
GPN 1831,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,12/23/2019,SL 20,8/19/2019,126
GPN 18310,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,6/12/2020,SL 20,5/7/2020,36
GPN 18311,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/24/2020,SL 20,11/18/2019,67
GPN 18312,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/20/2019,SL 3,5/16/2019,4
GPN 18313,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/25/2020,SL 26,2/12/2020,13
GPN 18314,Active,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,5/6/2020,SL 20,4/9/2020,27
